Review ID,Author Name,Author URL,Rating,Date Formatted,Date Relative,Review Text,Page Number
ChdDSUhNMG9nS0VOWHNrT3JlOHVHOHhnRRAB,ai aiai,https://www.google.com/maps/contrib/100480258085556686793/reviews?hl=en,5,09/05/2025,6 months ago,"It opens at 5:30 pm. When I arrived around 5:30 pm the place had already many people. The ordering system is nothing I've seen at the food stall and it's very efficient! The food was amazing, especially the sauce. I loved the food and experience here.",1
ChdDSUhNMG9nS0VNVGUycy1GNE5xV2dnRRAB,Adam Chung,https://www.google.com/maps/contrib/108189918301074462985/reviews?hl=en,3,17/05/2025,5 months ago,"Overall: 3/7 Truly do not understand the hype for this. It has an insane line and it’s really not worth it. -1 for wait time Tastes like a random mix of everything thrown in together. Because that’s what it is. There’s not even a secret sauce or soup involved. Also it comes with a very minimal serving of noodles as a base - most of the contents are veggies. Would recommend getting the soup over the dry pot. It’s the same thing, except the soup one gives you an extra bag of soup.",1
ChZDSUhNMG9nS0VJQ0FnTUNRbXRtRFpnEAE,Kevin Voon,https://www.google.com/maps/contrib/105832886056070828009/reviews?hl=en,5,03/03/2025,8 months ago,"super good the stir fried glass noodle! i didn’t plan to dine here but then i smell something good from this stall, then i gave it a try, turned out super good! 60 THB got this and everything in the bowl is well coated with egg that gave its fragrance",1
Ci9DQUlRQUNvZENodHljRjlvT21aQlFUUTVWVVowUTNjMVdESjBUa05xVFdOMlozYxAB,Wimonsiri Saysud,https://www.google.com/maps/contrib/102526702991954628096/reviews?hl=en,4,16/09/2025,a month ago,"This restaurant is definitely a must-visit when traveling in this province. It can get a little busy, but the management is well organized, with quick service and very generous portions. Ordering is convenient through a QR code system on your phone. The food is delicious, and I would definitely come back again on my next visit!",1
ChdDSUhNMG9nS0VJQ0FnSUNQcUxpdXhRRRAB,J J,https://www.google.com/maps/contrib/112120352456356193728/reviews?hl=en,4,21/11/2024,11 months ago,"Walked passed by and saw a long queue so waited to have dine in. It was around 8-9pm and had about 40 teams to wait …and was about more than an hour waiting time. Decided to get a take away instead, still waited about half an hour. It was worth waiting since I got to try the food. Delicious noodle and cabbages. Understand why so many people lined up to eat this dish. The following day I ordered another soup dishes through Grab. Food five stars Personally don’t like lining up for long time while there were so many cars driving besides to get in to a carpark.. is not my thing so four stars. Highly recommend: use Grab Order",1
ChdDSUhNMG9nS0VMSFB1SUhpdlpUX2hBRRAB,Thanyawee Latthinanon,https://www.google.com/maps/contrib/112210005106448770585/reviews?hl=en,5,16/06/2025,4 months ago,"10/10 recommend, The best SUKI in town, can book via Queq - no wait, But quite HOT you need to bring your personal fan 🔥 AROI MAKMAK",1
ChZDSUhNMG9nS0VJQ0FnSUMxbExQZkpREAE,Narukom Sakoonvilaikidcharoen,https://www.google.com/maps/contrib/110984001418831591812/reviews?hl=en,4,23/12/2023,a year ago,"Dinner out turned into a marathon! Waiting for ages—2 hours after 68 people, then another 20 minutes after ordering. But finally, I got my Seafood Stir-fried Suki and Pork Stir-fried Suki. The glass noodles were slick, the Suki sauce with its umami and sweet veggie taste was a bit oily, and that wok aroma? Nice touch! Overall, the taste is amazing, definitely worth trying, but seriously, the wait time is insane!",1
ChZDSUhNMG9nS0VJQ0FnSURYLVpPVGF3EAE,Pei,https://www.google.com/maps/contrib/103483281556793445937/reviews?hl=en,5,29/10/2024,a year ago,"Stumbled upon this stall while walking around the market. Many patrons consist of both tourists and locals. Took a number from the counter and waited to be called. Didn't need to wait long, number was called within 5 minutes, ordered a dry and a soupy one, paid and was appointed to a table. Food were quickly served and we preferred the dry one. Glass noodles were delicious, got wok-hey (if you know, you know). Reasonably priced and give it a try if you visiting ChiangMai. 😉",1
Ci9DQUlRQUNvZENodHljRjlvT20xS1oxZHVhalkxTW5aMk5GUmFNREo1UzE5V2VVRRAB,bubbletea,https://www.google.com/maps/contrib/111762419666141669203/reviews?hl=en,1,Unknown Date,Unknown Date,"The hygiene was terrible. We went to that night market yesterday to try some snacks, and one of the stalls was selling grilled sausages. We bought some, but when eating them, we found a hair inside — it looked like a pubic hair. It was really disgusting, and even today we still feel nauseous thinking about it. The food didn’t taste good either.……",1
ChdDSUhNMG9nS0VJQ0FnSURYN3VmaW93RRAB,Khonthanan C,https://www.google.com/maps/contrib/112740395862850771359/reviews?hl=en,5,27/10/2024,a year ago,"The food is fantastic, with vegetables that have a wonderfully crispy texture and an amazing aroma. I highly recommend trying the sukiyaki with rice—it’s a unique dish I haven’t seen anywhere else, and it’s absolutely worth it. The atmosphere is somewhat crowded and could use a bit of cleaning, but it’s understandable for a street food spot. Overall, it’s a great place for delicious meals! 🤩👍🏻",1
ChZDSUhNMG9nS0VPbVV4UE9HNzQyTWZnEAE,Chadaporn N,https://www.google.com/maps/contrib/117992835414941610148/reviews?hl=en,2,27/05/2025,5 months ago,Bad service! I ordered food 20.30pm got #65 and staff told me take away queue is #60 now. Then i saw one take away bag on the table but the queue still 61. I looked at staff and no one making any order around 20.50 pm. Suddenly one of staff looked at me and grabbed the order that i have seen like almost 10 mins before #65 meanwhile number is still #61 Almost 21.00 pm. No changing the number!! Long waiting!! First time trying this restaurant with terrible service,2
Ci9DQUlRQUNvZENodHljRjlvT205RVdFRktjemwxTkVoM1pUUkhjMjAyT0ZOSWFIYxAB,Jennifer Muir,https://www.google.com/maps/contrib/104781771855810572365/reviews?hl=en,5,Unknown Date,Unknown Date,"Amazing, we saw the line of people waiting before we even knew what they were serving. We had a pork stir fry with noodles and a pork seafood mix stir fry with noodles. Delicious, each bowl freshly made.",2
ChZDSUhNMG9nS0VJQ0FnSUNQaW8tTU5nEAE,Abe,https://www.google.com/maps/contrib/106494336811813756548/reviews?hl=en,4,23/11/2024,11 months ago,"Ordered stir fried suki with extra vegetables. It tasted very good, but I feel it's kinda similar to suki I tried in Bangkok. So I'm not sure why it's very famous. I came very early at 5pm (it opens at 5:30pm) so I was one of the first customer of the day, but I still needed to wait for around 30mins since they were still preparing the shop",2
ChZDSUhNMG9nS0VJQ0FnTURnazViQVhnEAE,Michael Wallin,https://www.google.com/maps/contrib/100475287409510779886/reviews?hl=en,5,27/02/2025,8 months ago,"This is a bustling food stall on the street. Simple menu, no need for words, just need to point. It opens at 530 pm, and I arrived shortly thereafter. I ordered the chicken stir fry with extra veggies and extra noodles. My wait time was ~ 10 minutes. Well worth the wait, and I savored every bite when I got back to my residence.",2
ChZDSUhNMG9nS0VJQ0FnSUQzNE12S2NBEAE,Nolapun Arai,https://www.google.com/maps/contrib/104648914436048370760/reviews?hl=en,5,11/11/2024,11 months ago,"Absolutely worth the wait in line! The flavors were so unique, with that delicious hint of smokiness from the hot pan. We loved both the stir-fried and soup-style suki—so satisfying! Pro tip: grab a fresh fruit smoothie from the shop nearby to enjoy with your meal.",2
ChdDSUhNMG9nS0VJQ0FnTURnaHBMSy1nRRAB,muanphan koompai,https://www.google.com/maps/contrib/106411665316855306727/reviews?hl=en,5,24/02/2025,8 months ago,"It’s the most famous Suki yaki restaurant in Chiang mai. There was a long queue even in the weekdays. I arrived at 6 PM ,I waited for about 45min. I ordered seafood dry suki yaki, it’s so delicious and smells like burnt. The bowl is quite big, the price is reasonable.",2
ChZDSUhNMG9nS0VJQ0FnSUM5X3Byc1FBEAE,Wilfred Spykerman,https://www.google.com/maps/contrib/108239202475432156987/reviews?hl=en,5,06/03/2024,a year ago,"The famous and original creator of dry suki ! Or so I have been told 😅. We pass by often as we usually dine at the other famous cowboy lady braised pork leg just next door. Queues are always long here so do go later for dinner so you don't have to wait so long. I am no fan of thai suki as I had horrible tasting ones and decided not to order this dish again. Lo and behold , we went for late dinner and there was a short queue so wife decided to eat here. I had dry suki with pork while wife had seafood and both the dishes were delicious. What a difference in flavour. Thoroughly enjoyable. They have a queue system so get your number and wait for them to call you. You can QR their menu to order. Parking : Kerbside only",2
ChZDSUhNMG9nS0VJQ0FnSUNyM1llcER3EAE,NNchan,https://www.google.com/maps/contrib/116257148170042790634/reviews?hl=en,5,10/07/2024,a year ago,"The famous sukiyaki restaurant in Chiangmai is popular among both tourists and locals. Since there were many customers waiting for food, I decided to get food delivery, which had a very reasonable delivery fee. The food itself is quite nice with a delicious sauce. However, I ordered sukiyaki with soup, so the sauce wasn't balanced and got diluted. I recommend ordering it without the soup.",2
ChdDSUhNMG9nS0VJQ0FnSUNCcE02WWxnRRAB,Khanh Dinh,https://www.google.com/maps/contrib/102262734455351167960/reviews?hl=en,4,17/12/2022,2 years ago,"I came here at 5:15 PM and there was already a long queue. So if you want to eat at the store, be ready to wait a bit. Customer process: _ Get the queue number at cashier table _ Look at the screen to see what number is called to be seated _ Once it’s your turn, you’ll go to the cashier table again to order, cashier will then tell you a table number to sit. _ Finish eating, go back to cashier to pay. Store process: _ There are 2 stations in charged of cooking fried Thai Suki. 1 station is in charged of cooking Thai Suki soup. Hence, you can tell fried Suki is more popular and preferred by customers. _ If you order Thai Suki soup to take home, the soup will be separated in different bag so that your noodle and veggies won’t be soggy. _ Chefs cook per order per dish, that’s why it takes a long time to wait for your food. Food overall is good, yet considering the waiting time (~1 hour), there should be other better options to eat and save time. Still, you should try here at least once!",2
ChZDSUhNMG9nS0VJQ0FnSUMzZzVqY1FREAE,The Compass Guy,https://www.google.com/maps/contrib/100033227045520716310/reviews?hl=en,4,08/11/2024,a year ago,"Suki Chang Phuak is a renowned spot at the Chang Phuak Gate Night Market in Chiang Mai, Thailand, specializing in a Thai-style hot pot dish. Despite being referred to as “suki,” this dish is more reminiscent of a Chinese hot pot. Ingredients like meats, vegetables, and glass noodles are stir-fried or boiled together, seasoned with a house-made sauce. Customers often rave about the stir-fried suki, which is cooked on a hot iron griddle, giving it a lightly smoky flavor and retaining the crunch of the vegetables. The dish is served with extra sauce, allowing diners to customize the flavor to their taste. Besides the suki stall, the Chang Phuak Gate Night Market is home to various other beloved stalls, including options for grilled mini-pork balls, roast duck, and traditional Thai desserts like rice dumplings in coconut milk. This market is highly recommended for affordable, delicious local cuisine.",2
ChdDSUhNMG9nS0VJQ0FnSURmMFl6czR3RRAB,미소,https://www.google.com/maps/contrib/113737478279656717129/reviews?hl=en,1,07/01/2025,10 months ago,"I regret giving the rider a tip with a card in advance. I waited in front of the accommodation and the rider came to another entrance and left it in front of the door. After the delivery was completed, I did not receive it and contacted the rider but he did not answer!! If he had told me that he would leave it at the front door, there would have been no problem. Why did he not answer me?? Very unpleasant and frustrating --;;; The taste is okay. I ordered seafood, but there was a lot of meat 😟",2
ChdDSUhNMG9nS0VJQ0FnSURwbjlLa3BRRRAB,MY,https://www.google.com/maps/contrib/111799357696285253106/reviews?hl=en,5,01/09/2023,2 years ago,"There is a queue when I visited on Friday around 7.30pm. Take a queue number from the counter and wait for the screen to show yours. It was pretty fast and I got a seat after 15-20min. Ordered stir fried glass noodles with seafood, the dish had wok hey and they gave plenty of prawns and squid!",2
ChZDSUhNMG9nS0VJQ0FnSURfamJpYUxBEAE,Mango M,https://www.google.com/maps/contrib/105665692985195982716/reviews?hl=en,3,26/01/2025,9 months ago,"Queued for a while (for takeaway as that Q was shorter) and tbh it wasn’t worth it. It was just ok. I went for the fried mixed suki and whilst it tasted good, I really didn’t understand the hype. Portion was also small. There are much better food options in the market such as the pork leg and duck stand.",2
ChZDSUhNMG9nS0VJQ0FnSURGdDVMd1NBEAE,Samuel Swee,https://www.google.com/maps/contrib/117269474701481579934/reviews?hl=en,5,11/11/2023,a year ago,"Upon reaching here, do not be confused by a line forming. You need to obtain a queue number at the counter. Thereafter, you will have to wait for your number to be called. While waiting, you can watch the cook skilfully toss cabbage, glass noodles, and meat in the wok. Once the number is called, head to the counter to place your order. I noticed for locals they are given a QR code to place your order. Tourists on the other hand have to order at the counter. You choose between a stir fry option or a soup option. You then have to pick your ingredient, choosing from chicken, pork, seafood, a mix or mushrooms. Prices go for ฿55 to 65. Thereafter, a table is allocated to you. To give some perspective on the queue situation. I arrived at around 7 and had to wait around for an hour for my number to be called. Thereafter, I had to wait for around 15 minutes for my food. I got the stir fry mixed (฿65) and really enjoyed the flavour from the wok. The cabbage is crunchy and the meat is tender. I would recommend this dish and also coming earlier.",2
ChZDSUhNMG9nS0VJQ0FnSUR5X1BDYkdREAE,Ernst J,https://www.google.com/maps/contrib/109315239117279674410/reviews?hl=en,5,28/02/2021,4 years ago,"Amazing how they stir fried the veggies and meat this well, has the super nice smell of wok (thai style). Portions are great, very fulfilling for the price 50-60 baht. Suki sauce is not too spicy and very mellow, very tasty, with good parsley side taste. Totally recommend this place despite quite a long line.",2
ChdDSUhNMG9nS0VJQ0FnTUNRc3VXZHJ3RRAB,Fighter Fu,https://www.google.com/maps/contrib/100584859749264224000/reviews?hl=en,5,03/03/2025,8 months ago,Honestly didn’t have high expectations but it was THE BEST in Thailand. I would recommend taking out because the que for dine in is VERY LONG. The que for take out is quite short in contrary. DEFINITELY check out the pork option. Try the fried option. Also go for extra noodle and extra veggie. I stg you can’t stop digging in. I had it twice during my stay in Chiang Mai and still think about it to this day. Please make a detour if you’re not around the area. You won’t regret it.,2
ChdDSUhNMG9nS0VJQ0FnSUR1NWYzZnRnRRAB,Kei Loves2Travel&Eat,https://www.google.com/maps/contrib/103647831702514373112/reviews?hl=en,5,25/08/2022,3 years ago,This street vendor has the best sukiyaki!! Expect to wait anywhere from 5mins - 1hr for this amazing food! Definitely worth it! One of our favorite vendors in Old City! Highly recommend!,2
ChZDSUhNMG9nS0VJQ0FnSURQX2JfTVlREAE,KeoneEwe Yummy,https://www.google.com/maps/contrib/102992409710369999624/reviews?hl=en,5,05/12/2024,11 months ago,"What is this feeling so sudden and new? 59B for pork Suki, I don’t even know what Suki is, I just saw a bunch of people waiting so I ordered one too. I ordered the soupy one, the pork is super tender I don’t know how they did that, and the spicy sauce is so yummy! And the vegetable I love it all. This is a very chiang mai experience where I ate at a street stall ride beside the super heavy traffic during dusk. My soup must be adding a lot of carbon monoxide 🤣 I would still come again if had the chance, next time I will order the dry one.",2
ChdDSUhNMG9nS0VJQ0FnSUM3ek9YUzdRRRAB,Earn S.,https://www.google.com/maps/contrib/110030272132845574061/reviews?hl=en,5,13/08/2024,a year ago,"If you're a Thai suki lover, this is the place to be! Suki Changphuak is one of my all-time favorite sukis. Great taste, fresh veggies, and perfectly cooked pork make this dish outstanding. Plus, the price is affordable. The restaurant is a local street food spot, and you can eat there until late at night. I've been here a few times after a night of drinking. Sometimes, there can be a long queue as well.",2
ChZDSUhNMG9nS0VJQ0FnSUMxMU1lMFB3EAE,Ruth Go,https://www.google.com/maps/contrib/112369372959976661693/reviews?hl=en,4,23/12/2023,a year ago,"Good food. Is it worth the long wait? Yes and no. The dry version is more delicious than the soup version, and also prefer the pork (they have chicken and beef options as well). They cook it on demand, so it's hot and comforting when eaten. For the queue, make sure to get a number from the counter. And once the number is displayed, order from the counter. We waited for 30 min for our queue number to pop. The food is good, but not sure if it's that good for the long queue. Would recommend it still for those who want to try.",2
ChZDSUhNMG9nS0VJQ0FnSUNwenVDOFNREAE,Tanarat Thiengkamol,https://www.google.com/maps/contrib/102153507419608877507/reviews?hl=en,3,03/08/2023,2 years ago,"Way too disappointed🙁, Since I am a real fan of this sukiyaki street food shop for mote than 10 years. However, this time the cooking method was changed (too much soup water, veg not fresh not crispy) and taste is not that impressive anymore. Very disappointed, and not crave for it anymore. Next time I will check it out, in case the taste is back on track, I will markup the stars.",3
ChdDSUhNMG9nS0VJQ0FnSUNoclBXNzhRRRAB,Whitney,https://www.google.com/maps/contrib/107464571400082088967/reviews?hl=en,5,07/02/2023,2 years ago,"Delicious stir fried suki and worth the hype. We got there at 5pm on a Monday in early Feb and there were no queues - it was empty. The sun was up and it was so hot as there was no shade. Definitely bring an umbrella if eating at this time. We tried the stir fried pork and chicken as most reviews said that was better, and it did not disappoint! Eat with the sauce poured into the dish and enjoy👌costed 50 baht per plate. Cowboy hat lady pork rice is also good at this small night market.",3
ChdDSUhNMG9nS0VJQ0FnSUNCd3Jxci1BRRAB,Teepob Harutaipree,https://www.google.com/maps/contrib/115959140808185285026/reviews?hl=en,4,20/12/2022,2 years ago,"This restaurant is a renowned Suki restaurant in the heart of Chiang Mai city. The taste of the food is great, but expect a lot of long queue. However you can book via QueQ application but still 1 hr wait. For 1st time experience it is okay but maybe not worth the second visit. All the Suki taste the same the veggies are crisp and noodle is super soft. ⭐⭐⭐⭐ Suki fried Beef ⭐⭐⭐⭐ Suki fried Pork ⭐⭐⭐⭐ Suki fried seafood",3
ChZDSUhNMG9nS0VJQ0FnSURCdWVqR0NBEAE,mrjoey15,https://www.google.com/maps/contrib/107419652897136833926/reviews?hl=en,4,23/01/2023,2 years ago,"The place for Thai style Sukiyaki or Suki. There are two version of these dish, the original one with broth and dry version of Suki. The dish mainly made of grass-noodle, vegetable and variety of meat on your choice. Signature of this dish is to eat with Suki sauce, Suki Chang Phuek making their own signature sauce. The broth is really nice very tasty and delicious. The taste sweet from the broth and a little spicy from sauce, it create rich and flavored taste. They offers pork, beef, fish, seafood, vegetarian and mixing all. Their Suki is well cooked, it's really good and healthy food.",3
ChdDSUhNMG9nS0VJQ0FnSURXc2NlM3l3RRAB,Antonín Růžička,https://www.google.com/maps/contrib/116094030426523911258/reviews?hl=en,4,27/03/2022,3 years ago,"We had both the soup and stir-fry. Stir-fry was better. I recommend to put the sauce in both meals. The staff confirmed that’s how it’s supposed to be eaten. You first need to go to the cashier, you’ll get a pager and it will ring when a table is free (25min in our case). There you order, sit down and they will bring you the meal (extra 10-15min for us). For chicken stirfry, chicken soup and water we paid 90 🦇. When we waited we went to the stall in the third pic and I believe you should too. The chicken there was at least as good as the meals here but there were no people at all. Plus the lady was super nice and let us taste everything before ordering.",3
Ci9DQUlRQUNvZENodHljRjlvT2twNmRsbGZSa0ZIVGpCUlNsZzVNMVZVUmswMlRIYxAB,Siri I,https://www.google.com/maps/contrib/109445290744045563191/reviews?hl=en,4,Unknown Date,Unknown Date,"This place lives up to the hype, I must say! We waited in e queue approx 30mins but worth it!! The queue system is pretty straightforward, just walk up to the counter to pick up your number then wait for them to call.",3
ChZDSUhNMG9nS0VJQ0FnSUNoM2FtbGJREAE,Luk Abmann,https://www.google.com/maps/contrib/118130275315193798426/reviews?hl=en,5,20/02/2023,2 years ago,"Best food in Chiang Mai! Loved it, but you have to get a number first before ordering. Waited the first time for 40 min, the next time got the app (where you can get the ticket too), then you can time the waiting time better!",3
ChZDSUhNMG9nS0VJQ0FnSUMteTltOUNREAE,Felkin K,https://www.google.com/maps/contrib/102684234261163447961/reviews?hl=en,2,13/11/2022,2 years ago,"Stir fried Suki tastes so good. Really like the crunchiness of Chinese cabbage and the juicy while tendered pork. Overall is very impress, but after 1hour passed we both feel very thirsty. I’m pretty sure they put a great amount of MSG in food. Btw, worthy to try if you have never.",3
Ci9DQUlRQUNvZENodHljRjlvT21sSk5qaHVOMHRzTlZocWIwSkdUV1YxTVhodFdIYxAB,clarissa pamella putri,https://www.google.com/maps/contrib/108821766306206357157/reviews?hl=en,3,14/07/2025,3 months ago,"I personally think this one is overhype, its good but not too special I would recommend to get this on other branch, as this took me 1 hour waiting for 1 person to sit",3
Ci9DQUlRQUNvZENodHljRjlvT2kxUmVVa3ROR1oyTFRWdVkxVmZka056VURsSU5IYxAB,HPT,https://www.google.com/maps/contrib/109769925807860161502/reviews?hl=en,4,Unknown Date,Unknown Date,"Very tasty stir fry beef with cabbage, good wokhei. Added broth as side and it was also very tasty. Probably not mind-blowing enough to be worth the 40minute wait though, available on via delivery apps (though with slight markup THB 85 instead of THB 69), and just as good / piping hot since it's pretty near Nimman / eat in comfort and aircon of hotel.",3
ChZDSUhNMG9nS0VJQ0FnSUNScV9fRElREAE,Phanthira N.,https://www.google.com/maps/contrib/102214361382339726319/reviews?hl=en,5,11/04/2023,2 years ago,"Highly recommended!! It gets a perfect 10 out of 10. I love it Worth the money, but prepare to wait quite a while unless you book ahead of time via the QueQ app. The soup itself is fantastic. Sukiyaki sauce is also tasty. My advice is to specify ""cooked veggies"" for the soft texture of the vegetables that I love.",3
ChdDSUhNMG9nS0VJQ0FnSURsbExUWjhBRRAB,Deviant DJ Jehuty,https://www.google.com/maps/contrib/114502391070329005021/reviews?hl=en,4,30/11/2023,a year ago,"The first meal I had when I came back to Chiang Mai. This shop is very famous and popular, many influencers have visited and recommended here, such as Mark Wiens. The food is good but pricier than other suki places. The waiting time could be long, you need to get the tickets first and wait for a while before you can place your orders. The services are good and it’s an unforgettable experience to eat on the street at night time.",3
ChdDSUhNMG9nS0VJQ0FnSURfN2FUNHl3RRAB,Kwok Tang,https://www.google.com/maps/contrib/105865570060555810480/reviews?hl=en,3,26/01/2025,9 months ago,"The food was ok. I opted for a takeaway as it was quicker, I waited around 25 mins. I don't think it's worth waiting 1-2 hours for a seat. I just didn't understand what was so special about the food (sorry) especially as there are so many amazing places to eat in the area.",3
ChZDSUhNMG9nS0VJQ0FnSUNCOGJ6bkFREAE,Yong Quan Foo,https://www.google.com/maps/contrib/115338221291041633159/reviews?hl=en,5,28/12/2022,2 years ago,"Went there at about 515, got a queue number, waited about an hour! Though it was a long queue, but definitely worth it! We ordered both the soup and dry one, since it was our first time. Personally prefer the dry one as it's more fragrant and matches better with the sauce they provide. Do drop by if you have the time, try to be really early. Our number was 30 and by the time we entered, the queue has ballooned to 150.",3
ChdDSUhNMG9nS0VJQ0FnSURkOEluVW5BRRAB,naphak phiphatweerawat,https://www.google.com/maps/contrib/111022972030557809471/reviews?hl=en,5,20/02/2024,a year ago,"It’s one of the most iconic street food market in Chiangmai. Located just opposite the Changpueuk. There are many options available for the Thai suki here. They have all kind of meats and also have the vegetarian option available. This time I have try the sterfry pork. You can have added egg , veggies, pork, beef or seafood. Please noted that there is a queue to take at the counter. Both for take away and dine in. Do try :) and enjoy !",3
